City_ID,City,Country,Max Temp,Weather Condition,Lat,Lng,Hotel Name
0,Georgetown,MY,80.6,few clouds,5.41,100.34,Cititel Penang
1,Arraial Do Cabo,BR,67.41,overcast clouds,-22.97,-42.03,Pousada Porto Praia
2,Punta Arenas,CL,35.6,overcast clouds,-53.15,-70.92,Hotel Dreams Del Estrecho
3,Sinnamary,GF,78.57,few clouds,5.38,-52.95,ALETHEIA Appartement Sinnamary
4,Zarubino,RU,74.05,broken clouds,42.63,131.09,"Okean, Baza Otdykha"
5,San Angelo,US,96.8,clear sky,31.46,-100.44,"Motel 6 San Angelo, TX"
6,Vaini,TO,75.2,scattered clouds,-21.2,-175.2,Keleti Beach Resort
7,Ushuaia,AR,33.8,few clouds,-54.8,-68.3,Albatros Hotel
8,Sur,OM,90.07,few clouds,22.57,59.53,Sur Plaza Hotel
9,Olafsvik,IS,50.58,overcast clouds,64.89,-23.71,Hotel Olafsvik
10,Zhigansk,RU,58.32,clear sky,66.77,123.37,Gostinichnyy Kompleks Aylgy
11,Dongtai,CN,78.75,moderate rain,32.85,120.31,Super 8 Dongtai South Hailing Road
12,Benguela,AO,68.52,clear sky,-12.58,13.41,Hotel Praia Morena
13,Avarua,CK,71.6,overcast clouds,-21.21,-159.78,Paradise Inn
14,Butaritari,KI,82.94,light rain,3.07,172.79,Isles Sunset Lodge
15,Busselton,AU,52.0,few clouds,-33.65,115.33,Observatory Guest House
16,Yeppoon,AU,69.8,scattered clouds,-23.13,150.73,Villa Mar Colina
17,Vila Do Maio,CV,78.8,broken clouds,15.13,-23.22,Residence 'I Delfini'
18,Albany,US,77.0,broken clouds,42.6,-73.97,np.nan
19,Wangaratta,AU,51.01,clear sky,-36.37,146.33,Quality Hotel Wangaratta Gateway
20,Hasaki,JP,77.0,shower rain,35.73,140.83,Inubosaki Kanko Hotel
21,Okhotsk,RU,64.74,clear sky,59.38,143.3,np.nan
22,Fortuna,US,66.0,clear sky,40.6,-124.16,Super 8 by Wyndham Fortuna
24,Kysyl-Syr,RU,69.6,clear sky,63.9,122.76,np.nan
25,Kaitangata,NZ,57.0,broken clouds,-46.28,169.85,Kaitangata Motor Camp
26,Pevek,RU,36.19,light rain,69.7,170.31,Severnoye Zoloto
27,Bethel,US,75.2,clear sky,41.37,-73.41,Courtyard by Marriott Danbury
28,Tefe,BR,73.81,clear sky,-3.35,-64.71,Aracati Hotel
29,Khatanga,RU,68.02,clear sky,71.97,102.5,"Gostinitsa ""Zapolyar'ye"""
30,Rikitea,PF,73.31,overcast clouds,-23.12,-134.97,Pension Maro'i
31,Ranau,MY,78.8,few clouds,5.95,116.66,Ranau Backpackers Hostel
32,Ribeira Grande,PT,70.12,few clouds,38.52,-28.7,Quinta da Meia Eira
33,Padrauna,IN,78.8,thunderstorm with light rain,26.9,83.98,Hotel Sky Lark
34,Cape Town,ZA,50.0,clear sky,-33.93,18.42,Southern Sun Waterfront Cape Town
35,La Ronge,CA,75.2,broken clouds,55.1,-105.28,Northland Motor Hotel
36,Atuona,PF,79.0,scattered clouds,-9.8,-139.03,Villa Enata
37,Itaqui,BR,49.51,clear sky,-29.13,-56.55,Biasi
38,Ancud,CL,48.0,overcast clouds,-41.87,-73.82,Hotel Arena Gruesa
39,Jamestown,US,71.6,clear sky,42.1,-79.24,Hampton Inn & Suites Jamestown
40,Mumbwa,ZM,53.82,clear sky,-14.98,27.06,Mumbwa Motel
41,Saldanha,ZA,48.2,clear sky,-33.01,17.94,Blue Bay Lodge
42,Port Elizabeth,ZA,53.6,clear sky,-33.92,25.57,39 On Nile Guest House
43,Provideniya,RU,50.0,broken clouds,64.38,-173.3,np.nan
44,Barrow,US,37.4,overcast clouds,71.29,-156.79,King Eider Inn
45,Nanortalik,GL,43.63,overcast clouds,60.14,-45.24,"NTS Rooms, Nanortalik"
46,Turek,PL,55.0,clear sky,52.02,18.5,Polbau GmbH Sp. z o.o.
47,Lasa,IT,64.0,few clouds,46.62,10.7,Pension Feldgärtenhof
48,Hirara,JP,89.6,broken clouds,24.8,125.28,Hotel Atoll Emerald Miyakojima
49,Arlit,NE,93.65,clear sky,18.74,7.39,Hôtel Telwa Bungalow
50,Olenino,RU,49.41,scattered clouds,56.21,33.49,Kolos
51,Mar Del Plata,AR,46.99,clear sky,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
52,Murgab,TM,82.4,scattered clouds,37.5,61.97,np.nan
53,Katangli,RU,57.22,overcast clouds,51.71,143.23,np.nan
54,Tazovskiy,RU,53.35,light rain,67.47,78.7,TazHostel
55,Moose Factory,CA,71.6,few clouds,51.26,-80.61,Cree Village Eco Lodge
56,Tasiilaq,GL,44.6,clear sky,65.61,-37.64,The Red House
57,Asino,RU,56.25,clear sky,57.0,86.15,Raduga
58,Tautira,PF,82.4,broken clouds,-17.73,-149.15,Pension Oaoa
59,Norman Wells,CA,75.2,scattered clouds,65.28,-126.83,Heritage Hotel
60,Yar-Sale,RU,54.93,clear sky,66.83,70.83,Yalemd
61,El Naranjo,MX,79.36,moderate rain,21.47,-98.6,np.nan
63,Chuy,UY,45.63,clear sky,-33.7,-53.46,Nuevo Hotel Plaza
64,Berezna,UA,57.78,overcast clouds,51.57,31.78,np.nan
65,Trang,TH,77.0,few clouds,7.5,99.5,Jelly's House
66,Komsomolets,KZ,61.93,few clouds,53.75,62.07,Avtostoyanka
67,Weyburn,CA,91.0,clear sky,49.67,-103.85,Perfect Inns & Suites
68,Port Macquarie,AU,61.0,light rain,-31.43,152.92,Rydges Port Macquarie
69,Kodiak,US,62.6,broken clouds,57.79,-152.41,Best Western Kodiak Inn and Convention Center
70,Caravelas,BR,71.37,clear sky,-17.71,-39.25,Pousada dos Navegantes
71,New Norfolk,AU,55.0,overcast clouds,-42.78,147.06,The Shingles Riverside Cottages
72,Sernur,RU,55.83,scattered clouds,56.93,49.15,Gostinnitsa Podvor'ye
73,Saskylakh,RU,61.63,clear sky,71.92,114.08,np.nan
74,Bambous Virieux,MU,69.8,broken clouds,-20.34,57.76,Casa Tia Villa
75,Tias,ES,73.4,overcast clouds,28.96,-13.64,Hotel Beatriz Playa & SPA
76,Coruripe,BR,72.73,light rain,-10.13,-36.18,Pousada e Hotel Litoral Sul
77,Bilibino,RU,52.2,overcast clouds,68.05,166.44,Gostinitsa Severyanka
78,Umkomaas,ZA,68.0,clear sky,-30.21,30.8,Umkomaas Guest House
79,Gewane,ET,74.07,heavy intensity rain,10.17,40.65,np.nan
80,Saint George,US,108.0,clear sky,37.1,-113.58,Best Western Plus Abbey Inn
81,Dzerzhinskoye,RU,59.86,overcast clouds,56.83,95.23,Kolos
82,Guerrero Negro,MX,75.13,clear sky,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
83,Bredasdorp,ZA,50.0,clear sky,-34.53,20.04,Bredasdorp Country Manor
84,Seoul,KR,80.6,clear sky,37.57,126.98,LOTTE HOTEL SEOUL
85,Manzhouli,CN,71.01,light rain,49.6,117.43,Angala International Youth Hostel
86,Castro,BR,48.34,broken clouds,-24.79,-50.01,CHACARA BAILLY
87,Manicore,BR,73.4,few clouds,-5.81,-61.3,Pousada da wanda
88,Bluff,NZ,50.94,broken clouds,-46.6,168.33,Bluff Homestead - Guesthouse & Campervan Park
89,Taoudenni,ML,91.36,few clouds,22.68,-3.98,np.nan
90,Maungaturoto,NZ,59.0,overcast clouds,-36.1,174.37,Maungaturoto Hotel
91,Yellowknife,CA,71.6,scattered clouds,62.46,-114.35,The Explorer Hotel
92,Hermanus,ZA,46.0,clear sky,-34.42,19.23,Misty Waves Boutique Hotel
93,Kirakira,SB,83.26,light rain,-10.45,161.92,SanBiz Lodge
94,Mataura,NZ,56.48,overcast clouds,-46.19,168.86,Ellie's Villa
95,Shieli,KZ,73.11,few clouds,44.17,66.75,Gostinitsa Aybek Shieli
96,Baykit,RU,65.44,overcast clouds,61.67,96.37,Gostinitsa
97,Klaksvik,FO,50.0,light rain,62.23,-6.59,Geilin Bed & Breakfast
98,Auki,SB,83.25,light rain,-8.77,160.7,Auki Motel
99,Kyra,RU,62.17,overcast clouds,49.58,111.98,np.nan
100,Bengkulu,ID,77.11,overcast clouds,-3.8,102.27,Grage Hotel Bengkulu
101,Thompson,CA,66.2,light intensity shower rain,55.74,-97.86,Burntwood Hotel
102,Glendive,US,89.6,thunderstorm,47.11,-104.71,Super 8 by Wyndham Glendive
103,Atar,MR,87.73,moderate rain,20.52,-13.05,Oumou Elghoura
104,Yulara,AU,57.2,clear sky,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
105,Vao,NC,72.73,light rain,-22.67,167.48,Hotel Kou-Bugny
106,Nikolskoye,RU,57.0,scattered clouds,59.7,30.79,Tourist House - Sablino
107,Roald,NO,57.0,clear sky,62.58,6.13,Flem Cabins
108,Houma,US,86.0,clear sky,29.6,-90.72,Courtyard by Marriott Houma
109,Port Alfred,ZA,55.9,clear sky,-33.59,26.89,The Halyards Hotel
110,Alyangula,AU,77.0,clear sky,-13.85,136.42,Groote Eylandt Lodge
111,Kaseda,JP,87.8,scattered clouds,31.42,130.32,Sun Stay Kaseda
112,Mgandu,TZ,56.17,clear sky,-5.95,34.13,np.nan
113,Karla,EE,57.99,scattered clouds,59.37,24.93,River Villa
114,Hithadhoo,MV,83.17,overcast clouds,-0.6,73.08,Scoop Guest House
115,Chitipa,MW,57.36,clear sky,-9.7,33.27,Mama Efelo Lodge
116,Hilo,US,84.2,clear sky,19.73,-155.09,Hilo Hawaiian Hotel
117,Tuktoyaktuk,CA,66.2,broken clouds,69.45,-133.04,End of The Road Ltd.
118,Carnarvon,AU,62.6,clear sky,-24.87,113.63,Hospitality Carnarvon
119,Vicuna,CL,60.01,clear sky,-30.03,-70.71,Los Mosaicos
120,Puerto Ayora,EC,66.99,broken clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
121,Vila Velha,BR,75.0,light rain,-20.33,-40.29,Hotel Vitória Palace
122,Labuhan,ID,77.45,clear sky,-6.88,112.21,bador sepret
123,Saint-Philippe,RE,68.0,few clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
124,Nemuro,JP,78.8,few clouds,43.32,145.57,Hotel Nemuro Kaiyoutei
125,Saint-Joseph,RE,68.0,few clouds,-21.37,55.62,"""Plantation Bed and Breakfast"
126,Sola,VU,82.4,overcast clouds,-13.88,167.55,Leumerus Bungalows
127,Havre-Saint-Pierre,CA,60.8,mist,50.23,-63.6,Auberge Niapiskau
128,Marzuq,YE,78.4,overcast clouds,14.4,46.47,np.nan
129,Hamilton,US,70.0,mist,39.18,-84.53,Six Acres Bed & Breakfast
130,Upernavik,GL,43.36,broken clouds,72.79,-56.15,Gina's Guesthouse - Upernavik
131,Qaanaaq,GL,41.68,clear sky,77.48,-69.36,Qaanaaq Hotel
132,Noumea,NC,75.0,overcast clouds,-22.28,166.46,Hôtel Le Lagon
133,Boende,CD,73.69,clear sky,-0.22,20.87,np.nan
134,Cravo Norte,CO,76.69,overcast clouds,6.3,-70.2,Hotel El Puerto
135,Morondava,MG,65.53,clear sky,-20.28,44.28,La Case Bambou
136,Pasighat,IN,76.68,light rain,28.07,95.33,Siang Guest House
137,Nikolayevsk-Na-Amure,RU,64.65,overcast clouds,53.14,140.73,"Mini-hotel ""Quiet Harbor"""
138,Makat,KZ,74.12,clear sky,47.65,53.35,Gostinitsa Daulet
139,Badou,TG,69.73,overcast clouds,7.58,0.6,np.nan
140,Iqaluit,CA,51.8,overcast clouds,63.75,-68.51,Frobisher Inn
141,Ontario,US,98.6,smoke,34.06,-117.65,DoubleTree by Hilton Hotel Ontario Airport
142,Camacha,PT,68.0,broken clouds,33.08,-16.33,Hotel Porto Santo & Spa
143,Nayoro,JP,75.54,broken clouds,44.35,142.46,大雪荘
144,Mount Gambier,AU,46.4,overcast clouds,-37.83,140.77,Southgate Motel
145,Port Blair,IN,81.43,light rain,11.67,92.75,Fortune Resort Bay Island
146,Beloha,MG,59.41,clear sky,-25.17,45.05,np.nan
147,Miyazu,JP,80.6,broken clouds,35.53,135.18,Seikiro
148,Sao Joao Da Barra,BR,68.34,light rain,-21.64,-41.05,Pousada Porto De Canoas
149,Puerto Colombia,CO,78.8,few clouds,10.99,-74.95,Hotel El Emigrante
150,Constitucion,CL,51.06,overcast clouds,-35.33,-72.42,Hotel Boutique Las Azucenas
151,Rodrigues Alves,BR,75.56,scattered clouds,-7.74,-72.65,Pousada Aconchego
152,Oktyabrskiy,RU,61.14,broken clouds,54.48,53.47,Уязы-Тау гостиница
153,Dikson,RU,53.98,overcast clouds,73.51,80.55,np.nan
154,Amga,RU,69.93,scattered clouds,60.9,131.96,Algys
155,Goure,NE,80.19,overcast clouds,13.98,10.27,np.nan
156,Etchoropo,MX,93.0,clear sky,26.77,-109.67,Hotel Villa Mar
157,Milford,US,78.8,clear sky,41.22,-73.06,Homewood Suites by Hilton Stratford
158,Wilmington,US,82.99,broken clouds,34.23,-77.94,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
159,Peniche,PT,64.99,overcast clouds,39.36,-9.38,Hotel Star inn Peniche
160,Lebu,CL,49.6,broken clouds,-37.62,-73.65,Hostal Las Lilas
161,Kawalu,ID,72.1,clear sky,-7.38,108.21,KOSAN UNGU UNSIK
162,Poum,NC,73.51,few clouds,-20.23,164.02,Gîte kajeon
163,Kiunga,PG,78.22,overcast clouds,-6.12,141.29,Airport Lodge Kiunga
164,Torbay,CA,59.0,overcast clouds,47.67,-52.73,Gallows Cove
165,Husavik,IS,48.2,overcast clouds,66.04,-17.34,Bjarnabúð
166,Kapaa,US,82.4,broken clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
167,Kavieng,PG,85.39,light rain,-2.57,150.8,Nusa Island Retreat
168,Lodhran,PK,94.55,clear sky,29.54,71.63,Gulshan e khalil
169,Bouna,CI,72.39,few clouds,9.27,-3.0,Hotel Reserve
170,Mingyue,CN,78.31,overcast clouds,43.11,128.92,安图土地大厦
171,Caucasia,CO,77.56,moderate rain,7.99,-75.19,Hotel San Rafael
172,Hobyo,SO,77.47,overcast clouds,5.35,48.53,Osmani Hotel
173,Salalah,OM,82.4,broken clouds,17.02,54.09,HAMDAN PLAZA HOTEL
174,Axim,GH,74.71,overcast clouds,4.87,-2.24,AXIM BEACH RESORT AND SPA
175,Bilma,NE,91.63,overcast clouds,18.69,12.92,Expeditions Ténére voyages
176,Komsomolskiy,UZ,78.8,overcast clouds,40.43,71.72,Ikathouse
177,Aklavik,CA,77.0,smoke,68.22,-135.01,Aklavik Inn
178,Kailua,US,82.0,broken clouds,21.4,-157.74,Sheffield House Bed & Breakfast
179,Kerouane,GN,69.15,overcast clouds,9.27,-9.02,np.nan
180,Hobart,AU,55.0,broken clouds,-42.88,147.33,St Ives Apartments
181,Tuatapere,NZ,54.93,overcast clouds,-46.13,167.68,Tom Cruse Refreshment Company
182,Talnakh,RU,69.8,clear sky,69.49,88.4,Talnakh Hotel
183,Dongying,CN,88.18,clear sky,37.46,118.49,Wanda Realm
184,Meulaboh,ID,77.27,light rain,4.14,96.13,Kost Pria
185,Lavrentiya,RU,46.22,overcast clouds,65.58,-171.0,np.nan
186,Sisimiut,GL,46.45,overcast clouds,66.94,-53.67,Hotel Sisimiut
187,Ola,RU,58.03,overcast clouds,59.58,151.28,np.nan
188,Horta,PT,69.98,scattered clouds,38.53,-28.63,Hotel do Canal | Horta - Faial
189,Hokitika,NZ,56.53,overcast clouds,-42.72,170.97,Beachfront Hotel Hokitika
190,Udachnyy,RU,62.6,clear sky,66.42,112.4,Gostinitsa Vilyuy
191,Karratha,AU,73.81,clear sky,-20.74,116.85,ibis Styles Karratha
193,Nome,US,55.4,broken clouds,64.5,-165.41,Dredge 7 Inn
194,Bandarbeyla,SO,78.98,clear sky,9.49,50.81,REER XOOSHLE GROUP
195,Zhigalovo,RU,67.21,overcast clouds,54.81,105.16,"Hotel ""Lenatur"""
196,Shepsi,RU,74.17,clear sky,44.04,39.15,Otel' Chayka
197,Redmond,US,89.01,clear sky,47.67,-122.12,Seattle Marriott Redmond
198,Genhe,CN,65.64,moderate rain,50.78,121.52,Companionship Hotel
199,Progreso,MX,86.0,scattered clouds,21.28,-89.67,Playa Linda Hotel
200,Praia,CV,78.8,broken clouds,14.92,-23.51,LT Aparthotel
201,Codrington,AU,52.12,broken clouds,-38.27,141.97,Codrington Gardens Bed And Breakfast
202,Cherskiy,RU,49.19,overcast clouds,68.75,161.3,Gostinitsa
203,Kuytun,RU,65.53,scattered clouds,54.34,101.5,Gostinitsa Tsentral'naya
204,Gravdal,NO,59.2,overcast clouds,68.12,13.5,Skreda Rorbusuiter
205,Mancio Lima,BR,75.88,scattered clouds,-7.61,-72.9,Hotel e Distribuidora Voyage
206,Musoma,TZ,71.01,few clouds,-1.5,33.8,New Peninsula Hotel
207,Cabo San Lucas,MX,87.01,clear sky,22.89,-109.91,Hotel Tesoro Los Cabos
208,Sidney,AU,59.0,light rain,-33.87,151.21,QT Sydney
209,Candelaria,PH,77.18,light rain,13.93,121.42,Casa de Provincia
210,Cayenne,GF,77.0,light rain,4.93,-52.33,Hôtel Le Dronmi
211,East London,ZA,58.5,clear sky,-33.02,27.91,Tu Casa
212,Arbroath,GB,55.99,mist,56.56,-2.59,Mermaid's Cabin
213,Victoria,HK,82.0,moderate rain,22.29,114.16,Mini Hotel Central
214,Uvira,CD,73.85,clear sky,-3.41,29.15,Auberge Eden City
215,Batagay,RU,59.32,clear sky,67.63,134.63,np.nan
216,San Cristobal,VE,67.32,light rain,7.77,-72.22,Pirineos
217,Prestice,CZ,57.2,clear sky,49.57,13.33,Come&Sleep Hostel
218,Sao Filipe,CV,75.83,few clouds,14.9,-24.5,Tortuga B&B
219,Kangaatsiaq,GL,44.76,overcast clouds,68.31,-53.46,np.nan
220,Kamenka,RU,66.0,light rain,51.32,42.77,np.nan
221,Salamiyah,SY,74.08,clear sky,35.01,37.05,Gondolas Forum grandchildren and grandparents
222,Baghdad,IQ,89.6,clear sky,33.34,44.4,Baghdad Hotel
223,Melfi,IT,80.6,clear sky,41.0,15.65,HOTEL TERME DI RAPOLLA
224,Sfantu Gheorghe,RO,64.99,clear sky,45.87,25.78,Hotel Park Sfantu Gheorghe
225,Camacupa,AO,50.49,clear sky,-12.02,17.48,np.nan
226,Menongue,AO,50.67,clear sky,-14.66,17.69,Ritz Lauca
227,Voh,NC,77.81,light rain,-20.97,164.7,Le gîte du Koniambo
228,Deputatskiy,RU,53.92,clear sky,69.3,139.9,Baza Otdykha
229,Orange,US,87.01,clear sky,33.7,-117.77,La Quinta Inn & Suites by Wyndham Irvine Spectrum
230,Uglovka,RU,52.95,broken clouds,58.24,33.51,Inn Dubrava
231,Morong,PH,82.99,light rain,14.51,121.24,Clarita De Luisa
232,Chokurdakh,RU,48.13,overcast clouds,70.63,147.92,np.nan
233,Kasongo-Lunda,CD,66.79,clear sky,-6.47,16.82,np.nan
234,Pucallpa,PE,71.6,scattered clouds,-8.38,-74.55,Manish Hotel Ecológico
235,Shubarshi,KZ,71.11,clear sky,48.59,57.19,np.nan
236,Maneadero,MX,69.01,clear sky,31.72,-116.57,Casa De Thompson
