City_ID,City,Country,Max Temp,Weather Condition,Lat,Lng,Hotel Name
473,Rocha,UY,40.33,clear sky,-34.48,-54.33,Beleza Pura B&B
474,Ishigaki,JP,87.8,broken clouds,24.34,124.16,Hotel Peace Land Ishigakijima
475,Kribi,CM,75.27,moderate rain,2.95,9.92,Les Vagues bleues
476,San Nicolas,PH,82.4,overcast clouds,18.17,120.6,NORTHVIEW Hotel
477,Shahpur,IN,75.9,overcast clouds,16.7,76.83,Sai Deluxe Shahapur
478,Bonavista,CA,55.99,overcast clouds,48.65,-53.11,Abbott's Bed & Breakfast
479,Hohhot,CN,69.8,clear sky,40.81,111.65,Sheraton Hohhot Hotel
480,Zonguldak,TR,59.88,clear sky,41.25,31.83,Süleyman Tez Ev
481,Flinders,AU,55.99,few clouds,-34.58,150.86,Shellharbour Resort & Conference Centre
482,Maragogi,BR,72.68,light rain,-9.01,-35.22,Salinas do Maragogi All Inclusive Resort
483,Sao Felix Do Xingu,BR,75.24,broken clouds,-6.64,-51.99,Apart Hotel Rio Xingu
484,Ponta Do Sol,PT,68.0,few clouds,32.67,-17.1,Hotel do Campo
485,Vigrestad,NO,55.0,overcast clouds,58.57,5.7,Brusand Camping
486,Lata,PT,64.0,scattered clouds,40.16,-8.33,Casa Maquia
487,Clyde River,CA,37.4,light rain,70.47,-68.59,Qamaq Hotel
488,Owen Sound,CA,68.0,clear sky,44.57,-80.94,Comfort Inn
489,Ginda,IN,65.95,light rain,30.69,78.49,Bal uma sankar hotel and restaurant
490,Immokalee,US,86.0,few clouds,26.42,-81.42,Seminole Casino Hotel Immokalee
491,Charagua,BO,53.13,clear sky,-19.8,-63.22,Residencial Luismar
492,Bosaso,SO,90.68,overcast clouds,11.28,49.18,Red Sea Hotel
493,Safford,US,111.2,clear sky,32.83,-109.71,SpringHill Suites by Marriott Thatcher
494,Karpogory,RU,53.78,light rain,64.0,44.45,Hotel Pinezhskaya Sloboda
495,Qui Nhon,VN,80.11,light rain,13.77,109.23,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
496,Idrinskoye,RU,59.74,overcast clouds,54.37,92.14,np.nan
497,Darnah,LY,76.12,clear sky,32.77,22.64,زاوية الرفاعي
498,San Andres,CO,84.2,scattered clouds,12.58,-81.7,Hotel Arena Blanca
499,Kedrovyy,RU,60.8,overcast clouds,56.17,91.82,np.nan
500,Karawang,ID,77.0,few clouds,-6.3,107.31,SPOT ON 2412 Mandala Residence
501,Gondanglegi,ID,77.23,clear sky,-7.75,112.01,Gg. Munasir Homestay
502,Kenai,US,68.0,scattered clouds,60.55,-151.26,Aspen Extended Stay Suites
503,Lahad Datu,MY,83.12,overcast clouds,5.03,118.33,The 27th House
504,Kuminskiy,RU,54.43,overcast clouds,58.67,66.57,np.nan
505,Gimli,CA,82.99,clear sky,50.63,-96.99,Lakeview Gimli Resort
506,Pacific Grove,US,68.0,few clouds,36.62,-121.92,Lovers Point Inn
507,Brownsville,US,87.8,few clouds,25.9,-97.5,Hotel Alameda Express
508,Fukue,JP,86.0,broken clouds,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
509,Ibra,OM,88.32,broken clouds,22.69,58.53,مزرعة راحة النفوس المنزفة
510,Gweta,BW,53.33,clear sky,-20.18,25.23,Gweta Lodge
511,Iquique,CL,59.0,few clouds,-20.22,-70.14,Backpacker`s Hostel Iquique
512,Smiths Falls,CA,66.0,clear sky,44.9,-76.02,Best Western Smiths Falls Hotel
513,Puerto Madryn,AR,46.62,overcast clouds,-42.77,-65.04,Hotel Tolosa
514,Laguna,US,95.0,clear sky,38.42,-121.42,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
515,Boisar,IN,81.25,light rain,19.8,72.75,"Avdooth nagar,Boisar(west)"
516,Ilulissat,GL,46.4,scattered clouds,69.22,-51.1,Hotel Arctic
517,Bardiyah,LY,75.24,clear sky,31.76,25.09,بورتو بردية
518,Ciro Marina,IT,81.73,clear sky,39.37,17.13,Hotel Miramare
519,Lamu,KE,75.85,clear sky,-2.27,40.9,Lamu House
520,Krishnanagar,IN,82.49,overcast clouds,23.4,88.5,SPOT ON 65884 New City Hotel & Lodge
521,Norsup,VU,82.4,broken clouds,-16.07,167.38,Nabelchel Bungalows
522,Aquin,HT,82.45,overcast clouds,18.28,-73.4,Asheev Beach
523,Newport,GB,64.99,clear sky,51.59,-3.0,ibis budget Newport
524,Kitgum,UG,64.33,light rain,3.28,32.89,Jaflo Gardens Hotel
525,San Policarpo,PH,82.58,light rain,12.18,125.51,Zal-Ann Beach Resort
526,Tera,NE,91.22,light rain,14.01,0.75,Hotel Daressalam Téra
527,Half Moon Bay,US,77.0,overcast clouds,37.46,-122.43,"The Ritz-Carlton, Half Moon Bay"
528,Spokane,US,98.01,scattered clouds,47.62,-117.37,Quality Inn Downtown 4th Avenue
529,Merauke,ID,79.57,broken clouds,-8.47,140.33,np.nan
530,Pangnirtung,CA,52.92,light rain,66.15,-65.71,Kilabuk Lodge
531,Grand Gaube,MU,68.0,clear sky,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
532,Sinjar,IQ,83.93,clear sky,36.32,41.88,زوماني فون 1
533,Vestmannaeyjar,IS,52.29,overcast clouds,63.44,-20.27,Glamping & Camping
534,Comodoro Rivadavia,AR,41.0,overcast clouds,-45.87,-67.5,Austral Hotel
535,Saint Pete Beach,US,86.0,scattered clouds,27.73,-82.74,TradeWinds Island Grand Resort
536,Kismayo,SO,77.23,light rain,-0.36,42.55,Agan-Hotel
537,Kikuyu,KE,57.2,broken clouds,-1.25,36.66,Kikuyu Lodge Hotel
538,Vila Franca Do Campo,PT,68.0,scattered clouds,37.72,-25.43,Pestana Bahia Praia
539,Russell,US,87.8,clear sky,32.35,-85.2,Macs
540,Joigny,FR,66.0,clear sky,47.98,3.4,La Côte Saint Jacques & Spa
541,Maracas,BR,57.02,clear sky,-13.44,-40.43,Pousada Vale Aprazível
542,Minsk,BY,59.0,few clouds,53.9,27.57,Minsk Hotel
543,Blytheville,US,87.8,light rain,35.93,-89.92,Days Inn by Wyndham Blytheville
544,Luzhou,CN,74.75,overcast clouds,28.87,105.44,Shijichun Hotel
545,Tsaratanana,MG,68.38,clear sky,-16.78,47.65,np.nan
546,Kununurra,AU,75.2,clear sky,-15.77,128.73,Hotel Kununurra
547,Tabou,CI,75.09,overcast clouds,4.42,-7.35,hotêl doufoulougou
548,Kayerkan,RU,69.8,few clouds,69.35,87.76,np.nan
549,Ucluelet,CA,73.4,clear sky,48.93,-125.55,Black Rock Oceanfront Resort
550,Sept-Iles,CA,62.01,broken clouds,50.2,-66.38,Comfort Inn
551,Krasnoufimsk,RU,62.26,broken clouds,56.61,57.77,"Gostinitsa""Rodina"" Ip Gafarova Irina Feliksovna"
552,Oranjestad,AW,86.0,few clouds,12.52,-70.03,Divi Village Golf & Beach Resort
553,Zuenoula,CI,70.45,overcast clouds,7.43,-6.04,Hotel Prestige Zla
554,Verkh-Tula,RU,60.8,few clouds,54.88,82.78,np.nan
555,Mecca,SA,87.49,few clouds,21.43,39.83,Hotel Fairmont Makkah Clock Royal Tower
556,Alpena,US,75.2,clear sky,45.06,-83.43,Big Bear Lodge
557,Ambilobe,MG,71.24,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
558,Kruisfontein,ZA,48.54,clear sky,-34.0,24.73,Oyster Bay House Rental
559,Aitape,PG,85.57,light rain,-3.14,142.35,np.nan
560,Timaru,NZ,54.0,broken clouds,-44.4,171.25,The Grosvenor
561,Svetlyy,RU,59.0,broken clouds,54.67,20.13,"Hostel ""Baltiysky Les"""
562,Mlowo,TZ,53.89,clear sky,-9.0,32.98,Mchacho Drinks & Guest house
563,Marsaxlokk,MT,81.0,clear sky,35.84,14.54,Water's Edge
564,Kashi,CN,78.8,broken clouds,39.45,75.98,帕米尔青年旅舍
565,Kushmurun,KZ,67.08,overcast clouds,52.45,64.63,Gostinitsa Pri Depo
566,Ust-Nera,RU,61.11,few clouds,64.57,143.2,Hotel Ust-Nera
567,Alofi,NU,75.2,scattered clouds,-19.06,-169.92,Taloa Heights
568,Tadine,NC,74.37,broken clouds,-21.55,167.88,np.nan
569,Cairns,AU,75.2,scattered clouds,-16.92,145.77,Mantra Trilogy Cairns
570,Asadabad,IR,62.44,clear sky,34.78,48.12,امداد خودرو مولر
571,Umm Kaddadah,SD,82.13,scattered clouds,13.6,26.69,np.nan
572,Verkhoyansk,RU,59.49,clear sky,67.54,133.38,np.nan
573,Manturovo,RU,51.44,few clouds,58.34,44.76,ProstoХостел
574,Gazanjyk,TM,74.95,clear sky,39.24,55.52,Railway motel
575,Remedios,CU,80.6,few clouds,22.49,-79.55,Hostal Yunai
576,Cartagena,CO,80.6,broken clouds,10.4,-75.51,Allure Chocolat
577,Chapais,CA,64.4,broken clouds,49.78,-74.85,Hôtel Opémiska
578,Puerto Quijarro,BO,69.94,clear sky,-17.78,-57.77,Hotel palance
579,Les Cayes,HT,82.09,overcast clouds,18.2,-73.75,Villa Orphee
580,Lagoa,PT,69.78,few clouds,39.05,-27.98,Casa Das Faias
581,Sivaki,RU,67.91,moderate rain,52.63,126.75,np.nan
582,Tiznit,MA,81.48,scattered clouds,29.58,-9.5,np.nan
583,Floriano,BR,79.5,clear sky,-6.77,-43.02,Hotel Maktub
584,Dahuk,IQ,77.85,clear sky,36.87,42.99,Parwar Hotel
585,Pafos,CY,77.0,clear sky,34.77,32.42,Elysium Hotel
586,Breves,BR,78.28,overcast clouds,-1.68,-50.48,Hotel e Restaurante Grill
587,Boundiali,CI,70.81,clear sky,9.52,-6.49,Hotel Paysan Boundiali
588,Veseloyarsk,RU,58.71,clear sky,51.28,81.11,np.nan
589,Redcliffe,AU,68.0,few clouds,-27.23,153.1,Scarborough Beach Resort
590,Ostersund,SE,55.4,light rain,63.18,14.64,Best Western Hotel Gamla Teatern
591,Georgiyevka,KZ,68.0,scattered clouds,43.04,74.71,Gostinitsa Dostyk 1 U Zheni
592,Palana,RU,51.75,broken clouds,59.12,159.97,np.nan
593,Iracoubo,GF,78.58,clear sky,5.48,-53.2,Le Gite D Iracoubo
594,Dezful,IR,96.03,clear sky,32.38,48.41,سالن پیرایش امید
595,Kinablangan,PH,80.17,overcast clouds,7.69,126.55,Mainit Balete Hot Spring
596,Samsun,TR,71.6,broken clouds,41.25,36.33,Anemon Samsun Otel
597,Champerico,GT,73.4,thunderstorm with rain,14.3,-91.92,"Hotel y restaurante ""El Diamante"""
598,Vostok,RU,79.74,scattered clouds,46.49,135.88,np.nan
599,Aktash,RU,41.31,scattered clouds,50.3,87.73,np.nan
600,Zyryanka,RU,56.64,overcast clouds,65.75,150.85,Zyryanka
601,Mingaora,PK,76.37,moderate rain,34.78,72.36,Burj Al Swat
602,Ruidoso,US,87.01,few clouds,33.33,-105.67,Inn of the Mountain Gods
603,Nouakchott,MR,77.52,light rain,18.09,-15.98,Hôtel Iman
604,Kazanskoye,RU,59.47,overcast clouds,55.64,69.23,Uyutnaya
605,Kirovskiy,RU,78.53,clear sky,45.09,133.51,"Uyut, Gostinitsa"
606,Miri,MY,78.8,few clouds,4.41,114.01,"Mega Hotel, Miri"
607,Simpang,ID,77.36,overcast clouds,-1.27,104.08,Sk 7 rt 1 dusun 3 rantau makmur berbak
608,Uyuni,BO,43.61,clear sky,-20.46,-66.83,Hostal La Magia de Uyuni
609,Aberystwyth,GB,61.68,clear sky,52.42,-4.08,Aberystwyth Park Lodge Hotel
610,Samarai,PG,75.81,overcast clouds,-10.62,150.67,Nuli Sapi
611,Santa Cruz,BO,62.6,clear sky,-17.8,-63.17,Hotel Cortez
612,Bahir Dar,ET,59.74,heavy intensity rain,11.59,37.39,"Delano Hotel, Bahir Dar"
613,Mitu,CO,74.91,clear sky,1.2,-70.17,np.nan
614,Conceicao Do Araguaia,BR,82.4,clear sky,-8.26,-49.26,Tarumã Tropical Hotel
615,Muborak,UZ,76.32,light rain,39.26,65.15,Gostinitsa Prestizh
616,Nevers,FR,73.99,clear sky,46.92,3.33,Castle Prye
617,Juegang,CN,81.45,overcast clouds,32.32,121.19,Rudong Y Hotel
618,Kano,NG,74.53,light rain,12.0,8.52,La Sultana Hotel
619,Konevo,RU,56.44,overcast clouds,62.12,39.32,np.nan
620,General Roca,AR,44.6,overcast clouds,-39.03,-67.58,Hotel El Recreo
621,Les Trois-Ilets,MQ,81.0,few clouds,14.54,-61.04,La Pagerie - Tropical Garden Hotel
622,Bowen,AU,73.99,clear sky,-20.02,148.23,Castle Motor Lodge Motel
623,Dongsheng,CN,73.17,clear sky,39.82,109.98,Crowne Plaza Ordos
624,Kattivakkam,IN,82.4,scattered clouds,13.22,80.32,St. Joseph Thirumana mandapam
625,Gejiu,CN,65.1,broken clouds,23.31,103.16,Hongtai Commercial Hotel
626,Saravan,AM,69.8,scattered clouds,39.72,45.65,np.nan
627,Launceston,AU,50.0,scattered clouds,-41.45,147.17,Hotel Grand Chancellor Launceston
628,Shimsk,RU,54.66,overcast clouds,58.21,30.71,np.nan
629,Hofn,IS,50.4,overcast clouds,64.25,-15.21,Hótel Höfn
630,Angoche,MZ,69.76,clear sky,-16.23,39.91,Guest House HESADA
631,Argostolion,GR,77.5,clear sky,38.18,20.49,Princess Hotel
632,Vanimo,PG,86.31,light rain,-2.67,141.3,Vahmoneh Lodge Vanimo
633,Burgeo,CA,62.44,overcast clouds,47.62,-57.62,Gillett's Motel
634,Kloulklubed,PW,84.2,broken clouds,7.04,134.26,Storyboard Beach Resort
635,Khani,GE,73.4,broken clouds,41.96,42.96,კურორტი ზეკარი/Resort Zekari
636,Antalaha,MG,66.47,clear sky,-14.9,50.28,Hotel Vitasoa
637,Tabuk,PH,77.77,light rain,17.42,121.44,Grand Zion Garden Resort Hotel
638,Haines Junction,CA,74.95,clear sky,60.75,-137.51,Parkside Inn
639,Gopalganj,IN,81.5,overcast clouds,26.47,84.43,SPOT ON 62129 Hotel Shabnam SPOT
640,Ceska Ves,CZ,57.0,overcast clouds,50.26,17.23,Hotel Praděd
641,Qaqortoq,GL,46.4,overcast clouds,60.72,-46.03,Hotel Qaqortoq
642,Banjar,ID,78.8,scattered clouds,-8.19,114.97,The Hamsa Resort
643,Sauda,NO,54.0,overcast clouds,59.65,6.35,Klover Hotel
644,Dumas,US,84.0,clear sky,35.87,-101.97,Holiday Inn Express & Suites Dumas
645,Bireun,ID,79.75,overcast clouds,5.2,96.7,OYO 2303 Hotel Blang Raya
646,Zabol,AF,66.09,clear sky,32.25,67.25,np.nan
647,Stange,NO,57.99,overcast clouds,60.72,11.19,Nyborg Rom & Camping
648,Oistins,BB,82.4,few clouds,13.07,-59.53,Butterfly Beach Hotel
649,Varnamo,SE,55.99,broken clouds,57.19,14.04,Scandic
650,Pisco,PE,60.8,clear sky,-13.7,-76.22,Hostal San Isidro Oficial
651,Quelimane,MZ,64.4,clear sky,-17.88,36.89,Hotel Flamingo
652,Nyeri,KE,57.9,broken clouds,-0.42,36.95,Westwood Hotel
653,Lake Havasu City,US,117.0,clear sky,34.48,-114.32,Heat Hotel
654,Bud,US,68.0,overcast clouds,39.45,-86.18,Madsion Scouts Camp
655,Yanam,IN,84.2,scattered clouds,16.73,82.22,The Regency Hotel
656,Punta Alta,AR,49.28,overcast clouds,-38.88,-62.07,Center Hotel Punta Alta
657,Turukhansk,RU,65.62,overcast clouds,65.82,87.98,"ООО ""Туруханская пушнина"""
658,Deep River,CA,73.4,clear sky,46.1,-77.5,Deep River Motel
659,Lorengau,PG,86.22,overcast clouds,-2.02,147.27,Lorengau Harbourside Hotel
660,Barcelos,PT,66.99,broken clouds,41.54,-8.62,Hotel Do Terço
661,Tymovskoye,RU,70.43,overcast clouds,50.85,142.66,"Gostinitsa ""Domashnyaya"""
662,Seminole,US,87.8,thunderstorm,28.71,-81.21,WHITNEY-WOLCOTT HOUSE ON LAKE CHARM
663,Saint Anthony,US,79.0,scattered clouds,45.02,-93.22,Holiday Inn Express Roseville-St. Paul
664,Izobilnyy,RU,66.2,clear sky,45.37,41.71,Verano Novo B&B
665,Kastamonu,TR,55.81,clear sky,41.5,33.67,np.nan
666,Magadan,RU,58.19,overcast clouds,59.57,150.8,Magadan hotel
667,Sagua La Grande,CU,80.6,few clouds,22.81,-80.08,Hotel Amaro
668,Sokolka,PL,55.99,few clouds,53.41,23.5,Restauracja i Pokoje Gościnne Verde
669,Kingman,US,107.6,clear sky,35.19,-114.05,Rodeway Inn Kingman Route 66
670,Ahipara,NZ,59.94,overcast clouds,-35.17,173.17,Ahipara Holiday Park
671,Mazara Del Vallo,IT,82.0,clear sky,37.66,12.59,Vizier Resort & Spa
673,Mihai Viteazu,RO,68.0,few clouds,46.53,23.75,Casa Aurora
674,Marsa Matruh,EG,73.4,clear sky,31.35,27.25,Beau Site
675,Mackay,AU,70.0,scattered clouds,-21.15,149.2,International Lodge Motel
676,Talakan,RU,77.86,light rain,50.32,130.37,np.nan
677,Eskil,TR,67.69,clear sky,38.4,33.41,Eskil Öğretmen Evi
678,Delano,US,100.4,clear sky,35.77,-119.25,Holiday Inn Express Delano Hwy 99
679,Margate,GB,68.0,clear sky,51.38,1.39,Premier Inn Margate hotel
680,Aksarka,RU,51.21,clear sky,66.56,67.8,np.nan
681,Koungou,YT,77.0,broken clouds,-12.73,45.2,Villa Netibor
682,Mweka,CD,68.25,clear sky,-4.85,21.57,np.nan
683,Lar,IN,83.19,overcast clouds,26.2,83.97,Ovaiskarni ward Lar
684,Harper,LR,75.18,overcast clouds,4.38,-7.72,Screensaver
685,Setubal,PT,66.2,clear sky,38.52,-8.89,Troia Design Hotel
686,Ife,NG,70.77,overcast clouds,7.47,4.57,Clime Vantage Hotel and Apartment
687,Vizianagaram,IN,80.6,mist,18.12,83.42,Working Womens Hostel
688,Sao Jose Da Coroa Grande,BR,73.27,light rain,-8.9,-35.15,Crôa Mares Hotel
689,Avera,US,80.6,scattered clouds,33.19,-82.53,np.nan
690,Flin Flon,CA,71.06,moderate rain,54.77,-101.86,Victoria Inn Flin Flon
691,Sechura,PE,64.0,clear sky,-5.56,-80.82,Hospedaje Costa Bella
692,Katobu,ID,81.45,scattered clouds,-4.94,122.53,La Ode Husein
693,Simbahan,PH,83.7,moderate rain,6.3,120.58,np.nan
694,Maputo,MZ,64.0,few clouds,-25.97,32.59,Pestana Rovuma
695,Berlin,DE,63.0,overcast clouds,52.52,13.41,Citystay Hostel Berlin
696,Agadez,NE,85.93,overcast clouds,19.75,10.25,np.nan
697,Vanderhoof,CA,83.17,clear sky,54.02,-124.02,Vanderhoof Inn
698,Talaya,RU,47.03,overcast clouds,61.38,152.75,np.nan
699,Gradignan,FR,80.6,overcast clouds,44.77,-0.61,Domaine de Raba
700,Ciudad Bolivar,VE,83.37,light rain,8.12,-63.55,Hotel Edi
701,Omboue,GA,71.91,overcast clouds,-1.57,9.26,Hotel Olako
702,Boa Vista,BR,84.2,clear sky,2.82,-60.67,Aipana Plaza Hotel
703,Carmo Do Rio Claro,BR,62.31,broken clouds,-20.97,-46.12,Varandas da Montanha Hotel
704,Fort William,GB,53.01,overcast clouds,56.82,-5.11,Alexandra Hotel
705,Ilinskiy,RU,57.0,overcast clouds,55.62,38.12,"КРЕАТОВО, инновационный центр"
