City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Dudinka,RU,2020-07-28 21:29:13,69.41,86.18,51.8,71,100,6.71
285,Ardesen,TR,2020-07-28 21:30:08,41.19,40.99,75.2,94,90,11.41
286,Vardo,NO,2020-07-28 21:30:08,70.37,31.11,51.8,100,90,16.11
287,Nouakchott,MR,2020-07-28 21:30:08,18.09,-15.98,84.2,66,4,14.99
288,Huarmey,PE,2020-07-28 21:30:08,-10.07,-78.15,64.89,71,3,9.51
289,Talnakh,RU,2020-07-28 21:30:08,69.49,88.4,51.8,71,100,6.71
290,Labuan,MY,2020-07-28 21:30:08,5.28,115.24,77.0,100,40,3.36
291,Andenes,NO,2020-07-28 21:30:08,69.31,16.12,60.8,77,99,2.24
292,Nalbari,IN,2020-07-28 21:30:08,26.45,91.44,79.72,87,100,3.89
293,Tommot,RU,2020-07-28 21:30:08,58.96,126.29,69.35,90,84,1.74
294,Candelaria,PH,2020-07-28 21:30:08,13.93,121.42,77.0,91,99,1.01
295,Peniche,PT,2020-07-28 21:26:17,39.36,-9.38,66.99,87,9,8.99
296,Sao Jose Da Coroa Grande,BR,2020-07-28 21:30:09,-8.9,-35.15,74.84,85,13,11.07
297,Havelock,US,2020-07-28 21:29:49,34.88,-76.9,91.4,59,75,16.11
298,Kalengwa,ZM,2020-07-28 21:30:09,-13.47,25.0,54.16,49,0,5.77
299,Hastings,GB,2020-07-28 21:29:22,50.86,0.57,60.01,82,28,8.05
300,Broome,US,2020-07-28 21:30:09,42.25,-75.83,82.99,39,20,8.05
301,Henties Bay,NA,2020-07-28 21:30:09,-22.12,14.28,55.99,93,0,1.99
302,Te Anau,NZ,2020-07-28 21:27:43,-45.42,167.72,41.47,88,88,1.5
303,Pangnirtung,CA,2020-07-28 21:30:09,66.15,-65.71,48.2,100,90,5.82
304,Asekeyevo,RU,2020-07-28 21:30:09,53.57,52.8,59.9,83,25,2.01
305,Terney,RU,2020-07-28 21:30:09,45.05,136.61,67.51,83,6,1.45
306,Koumac,NC,2020-07-28 21:30:09,-20.57,164.28,75.85,68,59,18.61
307,Hobyo,SO,2020-07-28 21:30:10,5.35,48.53,77.45,83,4,21.88
308,Kyshtovka,RU,2020-07-28 21:30:10,56.55,76.63,49.21,94,90,6.98
309,Baihar,IN,2020-07-28 21:30:10,22.1,80.55,74.59,86,100,1.79
310,Pueblo Nuevo,MX,2020-07-28 21:30:10,23.38,-105.38,64.69,89,100,2.26
311,Shingu,JP,2020-07-28 21:30:10,33.73,135.98,76.53,93,100,3.13
312,Yulara,AU,2020-07-28 21:26:04,-25.24,130.99,39.2,55,0,3.36
313,Udarnyy,RU,2020-07-28 21:30:10,54.34,42.86,60.58,77,0,2.46
314,Coos Bay,US,2020-07-28 21:30:10,43.37,-124.22,62.6,77,1,16.11
315,Batagay,RU,2020-07-28 21:30:10,67.63,134.63,49.51,62,80,6.51
316,Tilichiki,RU,2020-07-28 21:30:10,60.47,166.1,60.33,66,0,4.97
317,Ballina,AU,2020-07-28 21:30:11,-28.87,153.57,53.01,81,41,6.93
318,Keningau,MY,2020-07-28 21:30:11,5.34,116.16,75.2,94,20,3.36
319,Maryville,US,2020-07-28 21:30:11,35.76,-83.97,84.2,62,75,9.17
320,Faya,SA,2020-07-28 21:30:11,18.39,42.45,71.6,64,20,4.03
321,Zdvinsk,RU,2020-07-28 21:30:11,54.7,78.66,53.31,93,0,7.11
322,Andreapol,RU,2020-07-28 21:30:11,56.65,32.27,61.93,95,97,4.81
323,Haines Junction,CA,2020-07-28 21:30:11,60.75,-137.51,50.61,85,100,0.63
324,Impfondo,CG,2020-07-28 21:30:11,1.64,18.07,73.96,80,100,1.68
325,Karratha,AU,2020-07-28 21:30:11,-20.74,116.85,65.37,29,0,10.07
326,Ankang,CN,2020-07-28 21:30:12,32.68,109.02,73.62,85,100,2.39
327,Muros,ES,2020-07-28 21:30:12,42.78,-9.06,64.99,79,3,4.0
328,Windhoek,NA,2020-07-28 21:30:12,-22.56,17.08,53.6,27,0,4.7
329,Palmer,US,2020-07-28 21:30:12,42.16,-72.33,89.01,48,75,12.75
330,Ulaangom,MN,2020-07-28 21:30:12,49.98,92.07,54.28,81,0,1.68
331,Sitka,US,2020-07-28 21:30:12,57.05,-135.33,59.0,77,40,3.36
332,Aksha,RU,2020-07-28 21:30:12,50.28,113.29,60.96,87,98,2.13
333,Otane,NZ,2020-07-28 21:30:12,-39.88,176.63,44.01,94,100,1.63
334,Sinnamary,GF,2020-07-28 21:30:12,5.38,-52.95,80.44,86,6,13.8
335,Narsaq,GL,2020-07-28 21:30:12,60.92,-46.05,53.6,66,99,5.82
336,Taksimo,RU,2020-07-28 21:30:12,56.34,114.88,63.16,85,99,1.92
337,Kargil,IN,2020-07-28 21:30:12,34.57,76.1,56.59,51,3,6.6
338,Ostrovnoy,RU,2020-07-28 21:30:13,68.05,39.51,53.1,90,20,6.22
339,Teya,RU,2020-07-28 21:30:13,60.38,92.63,52.65,76,42,1.19
340,Ghanzi,BW,2020-07-28 21:30:13,-21.57,21.78,49.32,47,0,6.91
341,Luderitz,NA,2020-07-28 21:30:13,-26.65,15.16,59.0,77,0,11.41
342,Kaabong,UG,2020-07-28 21:30:13,3.48,34.15,64.22,88,100,1.99
343,Zelenodolsk,RU,2020-07-28 21:30:13,55.84,48.52,62.6,77,0,2.24
344,Saint-Michel-Des-Saints,CA,2020-07-28 21:30:13,46.68,-73.92,79.0,6,8,8.61
345,Saint George,US,2020-07-28 21:27:40,37.1,-113.58,104.0,14,1,6.93
346,Francistown,BW,2020-07-28 21:27:51,-21.17,27.51,48.94,81,0,8.25
347,Kasongo-Lunda,CD,2020-07-28 21:30:13,-6.47,16.82,71.19,31,0,1.32
348,Shimoda,JP,2020-07-28 21:30:13,34.67,138.95,69.01,95,100,1.99
349,Nanakuli,US,2020-07-28 21:30:14,21.39,-158.15,82.4,58,90,10.29
350,Buchanan,LR,2020-07-28 21:30:14,5.88,-10.05,77.0,88,75,7.18
351,Kerema,PG,2020-07-28 21:30:14,-7.96,145.78,78.31,87,91,10.49
352,Owando,CG,2020-07-28 21:30:14,-0.48,15.9,74.7,76,10,3.2
353,Taoudenni,ML,2020-07-28 21:30:14,22.68,-3.98,87.82,42,67,3.4
354,Corinto,GR,2020-07-28 21:30:14,37.94,22.96,82.99,41,0,1.99
355,Aklavik,CA,2020-07-28 21:30:14,68.22,-135.01,55.4,93,90,9.17
356,Rio Novo,BR,2020-07-28 21:30:14,-21.46,-43.13,73.99,34,1,1.01
357,Sulina,RO,2020-07-28 21:30:14,45.16,29.65,73.85,55,21,8.28
358,Hambantota,LK,2020-07-28 21:30:14,6.12,81.12,80.19,76,100,17.81
359,Gorin,RU,2020-07-28 21:30:14,51.2,136.67,72.57,81,1,4.41
360,Palma Di Montechiaro,IT,2020-07-28 21:30:15,37.19,13.77,75.99,51,0,1.99
361,Maibong,IN,2020-07-28 21:30:15,25.3,93.17,73.78,91,100,3.8
362,San Angelo,US,2020-07-28 21:29:13,31.46,-100.44,100.4,27,20,9.17
363,Carutapera,BR,2020-07-28 21:29:20,-1.2,-46.02,79.38,79,4,9.55
364,Kajaani,FI,2020-07-28 21:30:15,64.23,27.73,53.6,100,100,1.12
365,Olinda,BR,2020-07-28 21:30:15,-8.01,-34.86,78.8,74,40,8.05
366,Thoen,TH,2020-07-28 21:30:15,17.61,99.22,75.67,89,100,2.04
367,Chumikan,RU,2020-07-28 21:30:15,54.72,135.31,73.72,70,7,18.63
368,Severo-Kurilsk,RU,2020-07-28 21:30:15,50.68,156.12,53.28,84,93,15.88
369,Dekar,BW,2020-07-28 21:30:15,-21.53,21.93,49.69,46,0,6.69
370,Kloulklubed,PW,2020-07-28 21:30:15,7.04,134.26,75.2,94,90,3.53
371,The Valley,AI,2020-07-28 21:28:46,18.22,-63.06,86.0,70,40,14.99
372,Santa Cruz,BO,2020-07-28 21:30:03,-17.8,-63.17,75.2,38,75,14.99
373,Pitimbu,BR,2020-07-28 21:30:16,-7.47,-34.81,75.2,83,20,5.82
374,Heihe,CN,2020-07-28 21:30:16,50.24,127.49,68.0,100,75,1.05
375,Yuncheng,CN,2020-07-28 21:30:16,35.02,110.99,73.76,86,0,4.74
376,Husavik,IS,2020-07-28 21:30:16,66.04,-17.34,50.0,76,40,10.29
377,Vila Velha,BR,2020-07-28 21:30:16,-20.33,-40.29,77.0,78,0,11.41
378,Beringovskiy,RU,2020-07-28 21:30:16,63.05,179.32,60.33,70,7,6.58
379,Tsogni,GA,2020-07-28 21:30:16,-2.79,10.1,70.84,85,67,7.96
380,Tura,IN,2020-07-28 21:30:16,25.52,90.22,74.37,96,100,4.5
381,Baruun-Urt,MN,2020-07-28 21:30:16,46.68,113.28,60.03,84,98,6.26
382,Saint-Raymond,CA,2020-07-28 21:30:17,45.47,-73.61,86.0,40,20,13.87
383,Lakes Entrance,AU,2020-07-28 21:30:17,-37.88,147.98,46.99,98,99,7.11
384,Lagunas,PE,2020-07-28 21:30:17,-5.23,-75.68,82.69,81,42,1.79
385,Vao,NC,2020-07-28 21:30:17,-22.67,167.48,72.36,78,77,29.55
386,Ust-Maya,RU,2020-07-28 21:30:17,60.42,134.53,60.69,92,100,2.35
387,Tyukhtet,RU,2020-07-28 21:30:17,56.54,89.3,53.83,95,67,4.79
388,Popondetta,PG,2020-07-28 21:30:17,-8.75,148.25,80.15,71,57,1.34
389,Tungor,RU,2020-07-28 21:30:17,53.38,142.96,66.43,76,0,12.35
390,Shenjiamen,CN,2020-07-28 21:30:17,29.96,122.3,78.91,91,100,12.57
391,Elko,US,2020-07-28 21:30:17,41.0,-115.5,93.0,19,33,8.01
392,Shirokiy,RU,2020-07-28 21:30:17,49.76,129.52,69.35,83,0,5.7
393,Harper,LR,2020-07-28 21:30:17,4.38,-7.72,74.98,83,66,9.06
394,Kirakira,SB,2020-07-28 21:30:18,-10.45,161.92,83.46,77,100,6.42
395,Sibolga,ID,2020-07-28 21:30:18,1.74,98.78,73.62,80,100,5.21
396,Marienburg,PL,2020-07-28 21:30:18,54.04,19.03,66.0,100,53,6.53
397,Derzhavinsk,KZ,2020-07-28 21:30:18,51.1,66.32,58.95,81,8,11.18
398,Mitu,CO,2020-07-28 21:30:18,1.2,-70.17,76.69,95,99,2.13
399,Komsomolskiy,UZ,2020-07-28 21:30:18,40.43,71.72,78.8,44,53,4.7
400,Vestmannaeyjar,IS,2020-07-28 21:30:18,63.44,-20.27,51.84,92,99,5.53
401,Fare,PF,2020-07-28 21:30:18,-16.7,-151.02,78.96,78,76,21.12
402,Belaya Gora,RU,2020-07-28 21:30:18,68.53,146.42,46.22,75,100,11.48
403,Gotsu,JP,2020-07-28 21:30:18,35.0,132.22,76.05,93,99,4.79
404,Tautira,PF,2020-07-28 21:30:18,-17.73,-149.15,84.2,66,40,19.46
405,Rondonopolis,BR,2020-07-28 21:27:39,-16.47,-54.64,89.62,21,0,2.24
406,Beloha,MG,2020-07-28 21:30:19,-25.17,45.05,62.89,82,14,10.38
407,Osakarovka,KZ,2020-07-28 21:30:19,50.56,72.57,54.75,73,32,5.1
408,Rzeszow,PL,2020-07-28 21:27:19,50.04,22.0,73.4,73,31,8.05
409,Alindao,CF,2020-07-28 21:30:19,5.03,21.21,69.58,93,100,1.77
410,Osa,RU,2020-07-28 21:30:19,57.28,55.46,57.85,91,80,3.4
411,Miles City,US,2020-07-28 21:30:19,46.41,-105.84,93.2,18,1,6.93
412,Emerald,AU,2020-07-28 21:30:19,-23.53,148.17,46.0,55,0,6.93
413,Mezinovskiy,RU,2020-07-28 21:30:19,55.5,40.36,61.66,88,9,4.12
414,Aden,YE,2020-07-28 21:30:19,12.78,45.04,86.36,75,1,14.58
415,Sobolevo,RU,2020-07-28 21:30:19,54.43,31.9,63.9,92,100,6.62
416,Lumphat,KH,2020-07-28 21:30:19,13.49,106.98,73.99,97,100,4.25
417,Maumere,ID,2020-07-28 21:30:19,-8.62,122.21,75.04,73,60,6.06
418,Mezen,RU,2020-07-28 21:30:19,65.85,44.24,52.63,90,18,3.65
419,Atasu,KZ,2020-07-28 21:30:20,48.68,71.64,59.72,78,0,9.15
420,Mananjary,MG,2020-07-28 21:30:20,-21.22,48.33,64.44,94,100,4.29
421,Touros,BR,2020-07-28 21:30:20,-5.2,-35.46,75.2,78,15,5.82
422,Abu Dhabi,AE,2020-07-28 21:30:20,24.47,54.37,96.8,50,0,8.05
423,Shenavan,AM,2020-07-28 21:30:20,40.05,43.93,71.6,49,99,3.36
424,Berlevag,NO,2020-07-28 21:30:20,70.86,29.09,59.0,100,27,5.82
425,Zyryanka,RU,2020-07-28 21:30:20,65.75,150.85,51.13,72,100,14.41
426,Hami,CN,2020-07-28 21:30:20,42.8,93.45,72.73,40,1,9.98
427,Kushalnagar,IN,2020-07-28 21:30:20,12.46,75.96,68.59,94,100,2.66
428,Ardakan,IR,2020-07-28 21:30:20,32.31,54.02,86.0,17,0,4.7
429,Malatya,TR,2020-07-28 21:30:21,38.5,38.0,78.8,41,0,8.57
430,Maues,BR,2020-07-28 21:29:15,-3.38,-57.72,91.11,41,27,2.75
431,Beyneu,KZ,2020-07-28 21:30:21,45.32,55.2,71.73,31,0,8.75
432,Bilibino,RU,2020-07-28 21:30:21,68.05,166.44,53.2,55,99,3.0
433,Ust-Kut,RU,2020-07-28 21:30:21,56.79,105.77,58.33,86,85,1.05
434,Mashhad,IR,2020-07-28 21:30:21,36.3,59.61,80.6,47,0,5.68
435,Yumen,CN,2020-07-28 21:30:21,40.28,97.2,73.62,38,100,9.48
436,Kalabo,ZM,2020-07-28 21:30:21,-14.97,22.68,54.7,40,0,5.23
437,Banepa,NP,2020-07-28 21:30:21,27.63,85.52,69.8,100,75,3.36
438,Nadym,RU,2020-07-28 21:30:21,65.53,72.52,44.92,78,55,10.6
439,Varhaug,NO,2020-07-28 21:30:21,58.61,5.65,54.0,97,86,1.01
440,Souillac,MU,2020-07-28 21:30:21,-20.52,57.52,69.8,83,40,8.05
441,Clyde River,CA,2020-07-28 21:30:21,70.47,-68.59,46.4,81,20,12.75
442,Luanda,AO,2020-07-28 21:30:22,-8.84,13.23,71.6,83,40,9.17
443,Strezhevoy,RU,2020-07-28 21:30:22,60.73,77.59,44.6,100,95,2.24
444,Bonavista,CA,2020-07-28 21:30:22,48.65,-53.11,59.0,83,13,1.01
445,Oktyabrskoye,RU,2020-07-28 21:30:22,43.06,44.74,68.0,77,91,11.18
446,Rudnichnyy,RU,2020-07-28 21:30:22,59.62,52.47,56.79,96,77,2.93
447,Richards Bay,ZA,2020-07-28 21:30:22,-28.78,32.04,61.68,76,0,11.05
448,Najran,SA,2020-07-28 21:30:22,17.49,44.13,78.8,65,40,9.17
449,Santo Domingo,DO,2020-07-28 21:26:15,18.5,-69.99,87.8,66,40,11.41
450,Mount Gambier,AU,2020-07-28 21:30:22,-37.83,140.77,37.4,100,90,3.36
451,Alyangula,AU,2020-07-28 21:30:22,-13.85,136.42,51.8,93,0,17.76
452,Aleksandrovsk-Sakhalinskiy,RU,2020-07-28 21:30:22,50.9,142.16,64.17,81,39,12.59
453,Kachiry,KZ,2020-07-28 21:30:22,53.07,76.1,57.9,76,33,6.85
454,Segou,ML,2020-07-28 21:30:23,13.43,-6.22,83.25,65,52,3.78
455,Kyabe,TD,2020-07-28 21:30:23,9.45,18.94,71.78,94,100,1.81
456,Puri,IN,2020-07-28 21:30:23,19.8,85.85,82.4,88,40,4.7
457,Bayan,CN,2020-07-28 21:30:23,46.08,127.4,72.25,75,0,7.45
458,Lyambir,RU,2020-07-28 21:30:23,54.28,45.12,60.82,75,0,1.12
459,Gulu,UG,2020-07-28 21:30:23,2.77,32.3,63.55,95,71,1.54
460,Yinchuan,CN,2020-07-28 21:30:23,38.47,106.27,78.8,28,0,2.64
461,Alofi,NU,2020-07-28 21:30:23,-19.06,-169.92,73.4,78,75,13.87
462,Waterloo,CA,2020-07-28 21:29:57,43.47,-80.52,82.0,44,1,10.29
463,Jiayuguan,CN,2020-07-28 21:30:23,39.82,98.3,68.83,48,100,6.53
464,Tadine,NC,2020-07-28 21:30:23,-21.55,167.88,74.64,70,57,21.65
465,Batemans Bay,AU,2020-07-28 21:30:23,-35.72,150.18,51.01,86,88,1.01
466,Southbridge,US,2020-07-28 21:28:06,42.08,-72.03,86.0,54,25,6.08
467,Jaisalmer,IN,2020-07-28 21:30:23,26.91,70.92,86.67,65,38,22.01
468,Balikpapan,ID,2020-07-28 21:27:30,-1.27,116.83,76.28,92,63,8.43
469,Lodja,CD,2020-07-28 21:30:24,-3.48,23.43,74.34,41,2,0.85
470,Pampa,US,2020-07-28 21:30:24,35.54,-100.96,89.6,35,75,3.02
471,Manokwari,ID,2020-07-28 21:29:52,-0.87,134.08,77.31,86,100,5.01
472,Pindiga,NG,2020-07-28 21:30:24,9.98,10.93,73.09,91,47,9.75
473,Srednekolymsk,RU,2020-07-28 21:30:24,67.45,153.68,50.38,62,95,6.8
474,Bavly,RU,2020-07-28 21:30:24,54.39,53.26,58.77,85,67,2.19
475,Keita,NE,2020-07-28 21:30:24,14.76,5.77,82.4,69,11,9.17
476,Houma,US,2020-07-28 21:30:25,29.6,-90.72,89.01,70,75,11.41
477,Nkwerre,NG,2020-07-28 21:30:25,5.76,7.11,72.77,94,100,5.86
478,Pahrump,US,2020-07-28 21:29:25,36.21,-115.98,105.01,8,0,5.99
479,Fukue,JP,2020-07-28 21:30:25,32.69,128.84,79.63,91,100,7.81
480,Nabire,ID,2020-07-28 21:25:41,-3.37,135.48,74.37,89,95,4.38
481,Adelaide,AU,2020-07-28 21:26:26,-34.93,138.6,46.0,86,0,8.05
482,Guerrero Negro,MX,2020-07-28 21:30:25,27.98,-114.06,77.31,56,4,18.63
483,Padilla,CO,2020-07-28 21:30:25,3.22,-76.31,87.8,52,40,9.17
484,Lethem,GY,2020-07-28 21:30:25,3.38,-59.8,80.42,79,99,5.01
485,Lazaro Cardenas,MX,2020-07-28 21:30:25,17.96,-102.2,81.77,80,90,1.81
486,Trincomalee,LK,2020-07-28 21:30:25,8.57,81.23,79.18,81,100,10.87
487,Basoko,CD,2020-07-28 21:30:25,1.24,23.62,71.94,92,99,2.28
488,Geraldton,AU,2020-07-28 21:30:26,-28.77,114.6,44.6,93,0,8.05
489,Weiser,US,2020-07-28 21:30:26,44.25,-116.97,96.01,26,1,4.7
490,Neuquen,AR,2020-07-28 21:30:26,-38.95,-68.06,51.8,53,0,6.93
491,Williams Lake,CA,2020-07-28 21:30:26,52.14,-122.14,75.2,47,75,4.7
492,Rosendal,NO,2020-07-28 21:30:26,59.99,6.01,59.0,67,100,1.01
493,Yamada,JP,2020-07-28 21:30:26,39.47,141.95,66.07,93,100,5.79
494,Kantunilkin,MX,2020-07-28 21:30:26,21.09,-87.45,87.8,74,40,8.05
495,Ambilobe,MG,2020-07-28 21:30:26,-13.2,49.05,71.53,87,52,3.31
496,Brcko,BA,2020-07-28 21:30:26,44.87,18.81,71.01,82,18,2.24
497,Misratah,LY,2020-07-28 21:30:27,32.38,15.09,78.57,74,0,9.35
498,Ljungby,SE,2020-07-28 21:30:27,56.83,13.94,55.99,93,1,8.05
499,Alvorada,BR,2020-07-28 21:30:27,-12.48,-49.12,79.27,45,41,5.28
500,Biak,ID,2020-07-28 21:30:27,-0.91,122.88,75.72,82,91,7.81
501,Gawler,AU,2020-07-28 21:30:27,-34.6,138.73,39.99,89,0,7.0
502,Rocha,UY,2020-07-28 21:30:27,-34.48,-54.33,39.83,82,0,8.12
503,Broken Hill,AU,2020-07-28 21:30:27,-31.95,141.43,37.4,68,0,4.32
504,Areia Branca,BR,2020-07-28 21:30:27,-4.96,-37.14,80.71,66,23,17.63
505,Saint-Joseph,RE,2020-07-28 21:30:27,-21.37,55.62,71.6,73,98,17.22
506,Yerbogachen,RU,2020-07-28 21:30:27,61.28,108.01,52.65,93,100,8.77
507,La Ronge,CA,2020-07-28 21:30:27,55.1,-105.28,84.2,45,20,11.41
508,Camacha,PT,2020-07-28 21:30:28,33.08,-16.33,71.6,83,75,16.11
509,Cauquenes,CL,2020-07-28 21:29:50,-35.97,-72.32,49.5,70,0,5.95
510,Bonga,ET,2020-07-28 21:30:28,7.28,36.23,59.45,90,97,0.72
511,Mahibadhoo,MV,2020-07-28 21:30:28,3.78,72.97,82.98,75,87,16.15
512,Saint-Ambroise,CA,2020-07-28 21:30:28,48.55,-71.33,73.99,78,40,17.22
513,Puerto Baquerizo Moreno,EC,2020-07-28 21:30:28,-0.9,-89.6,73.4,78,20,13.87
514,Ixtapa,MX,2020-07-28 21:30:28,20.7,-105.2,88.0,66,75,5.82
515,Fort-Shevchenko,KZ,2020-07-28 21:30:28,44.51,50.26,77.29,48,69,18.07
516,Gairo,IT,2020-07-28 21:30:28,39.85,9.5,80.6,94,5,9.17
517,Fairbanks,US,2020-07-28 21:25:53,64.84,-147.72,60.8,72,90,6.64
518,Areosa,PT,2020-07-28 21:30:28,41.72,-8.86,77.0,88,0,3.36
519,Ancud,CL,2020-07-28 21:30:28,-41.87,-73.82,48.99,81,40,4.7
520,Linxia,CN,2020-07-28 21:30:29,35.6,103.21,59.0,71,96,3.31
521,Mantua,IT,2020-07-28 21:30:29,45.17,10.78,79.0,81,1,5.99
522,Monrovia,LR,2020-07-28 21:30:29,6.3,-10.8,77.0,88,75,8.28
523,Abdulino,RU,2020-07-28 21:30:29,53.7,53.67,58.62,87,21,2.86
524,Breves,BR,2020-07-28 21:30:29,-1.68,-50.48,79.97,57,75,2.8
525,El Alto,PE,2020-07-28 21:30:29,-4.27,-81.21,65.71,73,1,16.53
526,Novopokrovka,UA,2020-07-28 21:30:29,49.84,36.55,82.4,28,40,13.42
527,Syriam,MM,2020-07-28 21:30:29,16.77,96.24,78.8,94,75,3.36
528,Sept-Iles,CA,2020-07-28 21:27:49,50.2,-66.38,59.0,93,90,5.82
529,Volchanets,RU,2020-07-28 21:30:29,42.91,132.75,68.05,86,16,3.11
530,Kem,RU,2020-07-28 21:30:29,64.96,34.58,57.74,72,70,8.66
531,Kaeo,NZ,2020-07-28 21:30:29,-35.1,173.78,57.99,3,99,3.0
532,Coahuayana,MX,2020-07-28 21:30:30,18.73,-103.68,82.4,74,75,5.82
533,Lorengau,PG,2020-07-28 21:30:30,-2.02,147.27,83.34,71,27,6.6
534,Bismarck,US,2020-07-28 21:30:30,46.81,-100.78,87.8,31,1,6.93
535,Lagoa,PT,2020-07-28 21:30:30,39.05,-27.98,73.65,90,0,14.27
536,Bone,DE,2020-07-28 21:30:30,51.97,12.14,68.0,62,7,1.01
537,Soller,ES,2020-07-28 21:30:30,39.77,2.72,84.99,42,11,8.05
538,Dossor,KZ,2020-07-28 21:30:30,47.53,52.98,75.78,28,2,9.17
539,Marau,BR,2020-07-28 21:30:30,-28.45,-52.2,49.23,95,100,3.6
540,Nalut,LY,2020-07-28 21:30:30,30.33,10.85,79.56,28,0,11.74
541,Kismayo,SO,2020-07-28 21:30:30,-0.36,42.55,76.95,84,6,15.99
542,Sattahip,TH,2020-07-28 21:30:30,12.67,100.9,77.0,88,75,3.36
543,Swift Current,CA,2020-07-28 21:30:08,50.28,-107.8,84.2,35,1,13.87
544,Karonga,MW,2020-07-28 21:30:31,-9.93,33.93,66.16,77,37,4.0
545,Bekhtery,UA,2020-07-28 21:30:31,46.25,32.29,71.02,76,8,8.86
546,Nagaoka,JP,2020-07-28 21:30:31,37.45,138.85,72.0,96,100,2.26
547,Usinsk,RU,2020-07-28 21:30:31,65.99,57.53,49.19,82,44,9.26
548,Verkhnevilyuysk,RU,2020-07-28 21:30:31,63.45,120.32,52.07,68,100,7.94
549,Jacareacanga,BR,2020-07-28 21:30:31,-6.22,-57.75,83.62,42,0,2.8
550,Aksu,CN,2020-07-28 21:30:31,41.12,80.26,78.15,22,90,4.65
551,Cabacao,PH,2020-07-28 21:30:31,13.34,120.66,80.11,77,95,1.9
552,Anakapalle,IN,2020-07-28 21:30:31,17.68,83.02,80.6,94,90,2.24
553,Amga,RU,2020-07-28 21:30:32,60.9,131.96,56.75,91,100,4.47
554,Port Hedland,AU,2020-07-28 21:30:32,-20.32,118.57,53.6,54,0,6.93
555,Dongling,CN,2020-07-28 21:30:32,41.81,123.58,71.6,94,7,4.47
556,Kawalu,ID,2020-07-28 21:30:32,-7.38,108.21,67.62,90,98,0.63
557,Alghero,IT,2020-07-28 21:30:32,40.56,8.32,75.2,83,0,4.7
558,Kalmunai,LK,2020-07-28 21:30:32,7.42,81.82,77.79,81,100,5.79
559,Taltal,CL,2020-07-28 21:30:32,-25.4,-70.48,59.45,68,22,1.41
560,Bardiyah,LY,2020-07-28 21:30:32,31.76,25.09,75.97,76,0,9.73
561,Dunedin,NZ,2020-07-28 21:30:07,-45.87,170.5,48.99,74,90,3.0
562,Xuddur,SO,2020-07-28 21:30:32,4.12,43.89,73.09,79,48,18.1
563,Puerto Carreno,CO,2020-07-28 21:30:33,6.19,-67.49,91.4,49,40,10.29
564,Arica,CL,2020-07-28 21:27:37,-18.48,-70.3,60.8,72,8,10.29
565,La Macarena,CO,2020-07-28 21:30:33,2.18,-73.78,83.46,66,32,1.07
566,Teknaf,BD,2020-07-28 21:30:33,20.86,92.31,80.83,85,100,6.15
567,Ayorou,NE,2020-07-28 21:30:33,14.73,0.92,92.8,40,33,2.64
568,Williamsburg,US,2020-07-28 21:30:33,37.27,-76.71,99.0,44,1,7.27
